Time / s,C1.v / V,C2.v / V,G.v / V,L.v / V,Nr.v / V,Ro.v / V
265.0,-0.99883633852005,-0.7606790661811829,0.23815728724002838,-0.7502371072769165,-0.99883633852005,-0.010441936552524567
265.0187072753906,-1.0,-0.7605479955673218,0.2394520342350006,-0.7500962615013123,-1.0,-0.01045167911797762
270.0,-1.2934964895248413,-0.7252428531646729,0.5682536363601685,-0.7122617363929749,-1.2934964895248413,-0.012981124222278595
275.0,-1.5563651323318481,-0.6887909173965454,0.8675742149353027,-0.6734040975570679,-1.5563651323318481,-0.015386865474283695
280.0,-1.78937828540802,-0.651049017906189,1.138329267501831,-0.6333932280540466,-1.78937828540802,-0.017655756324529648
285.0,-1.9943630695343018,-0.6117990612983704,1.3825639486312866,-0.5920155644416809,-1.9943630695343018,-0.019783494994044304
290.0,-2.173067808151245,-0.5708783864974976,1.602189540863037,-0.5491133332252502,-2.173067808151245,-0.02176501229405403
295.0,-2.327019453048706,-0.528207004070282,1.7988123893737793,-0.504612147808075,-2.327019453048706,-0.02359483391046524
300.0,-2.4575953483581543,-0.48377329111099243,1.973821997642517,-0.45850589871406555,-2.4575953483581543,-0.02526737190783024
305.0,-2.566091775894165,-0.4376201629638672,2.128471612930298,-0.4108429551124573,-2.566091775894165,-0.026777219027280807
310.0,-2.653719902038574,-0.3898460566997528,2.263874053955078,-0.36172690987586975,-2.653719902038574,-0.02811916545033455
315.0,-2.7215898036956787,-0.34061139822006226,2.3809783458709717,-0.31132304668426514,-2.7215898036956787,-0.029288344085216522
320.0,-2.7707929611206055,-0.29011571407318115,2.4806771278381348,-0.2598351836204529,-2.7707929611206055,-0.030280504375696182
325.0,-2.8024253845214844,-0.23859378695487976,2.5638315677642822,-0.20750150084495544,-2.8024253845214844,-0.031092284247279167
330.0,-2.8175697326660156,-0.18631301820278168,2.6312568187713623,-0.15459172427654266,-2.8175697326660156,-0.03172130510210991
335.0,-2.8172874450683594,-0.13357974588871002,2.6837077140808105,-0.10141380876302719,-2.8172874450683594,-0.03216593712568283
340.0,-2.802668571472168,-0.08071509003639221,2.7219536304473877,-0.048289161175489426,-2.802668571472168,-0.03242592513561249
345.0,-2.7747981548309326,-0.028067640960216522,2.7467305660247803,0.004434369504451752,-2.7747981548309326,-0.032502010464668274
350.0,-2.734779119491577,0.024000030010938644,2.758779287338257,0.0563962385058403,-2.734779119491577,-0.03239620849490166
355.0,-2.6837339401245117,0.07511990517377853,2.7588539123535156,0.1072317361831665,-2.6837339401245117,-0.032111842185258865
360.0,-2.6227951049804688,0.12490684539079666,2.747702121734619,0.1565602570772171,-2.6227951049804688,-0.03165341913700104
365.0,-2.5531201362609863,0.17298506200313568,2.726105213165283,0.20401190221309662,-2.5531201362609863,-0.031026840209960938
370.0,-2.4758799076080322,0.2189774066209793,2.694857358932495,0.24921666085720062,-2.4758799076080322,-0.030239256098866463
375.0,-2.3922619819641113,0.2625194489955902,2.6547813415527344,0.2918185591697693,-2.3922619819641113,-0.029299123212695122
380.0,-2.3034582138061523,0.303257554769516,2.606715679168701,0.33147361874580383,-2.3034582138061523,-0.02821606583893299
385.0,-2.21066951751709,0.3408568799495697,2.5515263080596924,0.36785781383514404,-2.21066951751709,-0.027000928297638893
390.0,-2.1150903701782227,0.375000923871994,2.490091323852539,0.4006665050983429,-2.1150903701782227,-0.025665583088994026
395.0,-2.0179100036621094,0.4053983688354492,2.4233083724975586,0.42962130904197693,-2.0179100036621094,-0.02422294206917286
400.0,-1.9203029870986938,0.4317849278450012,2.35208797454834,0.45447176694869995,-1.9203029870986938,-0.022686822339892387
405.0,-1.823421835899353,0.45392706990242004,2.2773489952087402,0.4749988913536072,-1.823421835899353,-0.02107180655002594
410.0,-1.7283928394317627,0.47162559628486633,2.2000184059143066,0.49101880192756653,-1.7283928394317627,-0.019393211230635643
415.0,-1.6363084316253662,0.4847191274166107,2.1210274696350098,0.5023860931396484,-1.6363084316253662,-0.017666952684521675
420.0,-1.5482158660888672,0.4930792450904846,2.041295051574707,0.5089885592460632,-1.5482158660888672,-0.015909329056739807
425.0,-1.4651157855987549,0.4966224730014801,1.9617382287979126,0.5107595324516296,-1.4651157855987549,-0.01413706224411726
430.0,-1.3879544734954834,0.4953102469444275,1.8832646608352661,0.5076773762702942,-1.3879544734954834,-0.012367132119834423
435.0,-1.3176084756851196,0.48913997411727905,1.806748390197754,0.4997563362121582,-1.3176084756851196,-0.010616348125040531
440.0,-1.2548797130584717,0.4781494438648224,1.7330291271209717,0.48705071210861206,-1.2548797130584717,-0.008901271037757397
445.0,-1.2004977464675903,0.4624347686767578,1.6629325151443481,0.4696733355522156,-1.2004977464675903,-0.007238570135086775
450.0,-1.1551053524017334,0.4421294331550598,1.5972347259521484,0.4477737545967102,-1.1551053524017334,-0.005644330754876137
455.0,-1.1192612648010254,0.41738417744636536,1.536645531654358,0.42151790857315063,-1.1192612648010254,-0.0041337390430271626
460.0,-1.093415379524231,0.3884277045726776,1.4818429946899414,0.3911493420600891,-1.093415379524231,-0.0027216419111937284
465.0,-1.077924370765686,0.35551443696022034,1.433438777923584,0.35693633556365967,-1.077924370765686,-0.0014218883588910103
470.0,-1.0730725526809692,0.31890884041786194,1.3919814825057983,0.31915614008903503,-1.0730725526809692,-0.00024732574820518494
475.0,-1.0789960622787476,0.2789475917816162,1.3579436540603638,0.27815717458724976,-1.0789960622787476,0.0007903886726126075
480.0,-1.0957441329956055,0.23598617315292358,1.3317303657531738,0.23430539667606354,-1.0957441329956055,0.0016807643696665764
485.0,-1.1233015060424805,0.19039104878902435,1.313692569732666,0.18797674775123596,-1.1233015060424805,0.002414288930594921
490.0,-1.1614899635314941,0.14258116483688354,1.304071068763733,0.1395977884531021,-1.1614899635314941,0.002983374986797571
495.0,-1.21005117893219,0.09298843890428543,1.3030396699905396,0.08960673958063126,-1.21005117893219,0.0033816969953477383
500.0,-1.2686606645584106,0.042051345109939575,1.3107119798660278,0.03844725340604782,-1.2686606645584106,0.0036040879786014557
505.0,-1.33684241771698,-0.009756680577993393,1.3270857334136963,-0.013404272496700287,-1.33684241771698,0.0036475928500294685
510.0,-1.414048433303833,-0.06195952743291855,1.3520889282226562,-0.06547016650438309,-1.414048433303833,0.0035106372088193893
515.0,-1.4996695518493652,-0.1140855997800827,1.3855839967727661,-0.1172785609960556,-1.4996695518493652,0.0031929584220051765
520.0,-1.5929628610610962,-0.1656433343887329,1.4273195266723633,-0.16833995282649994,-1.5929628610610962,0.002696623792871833
525.0,-1.693130612373352,-0.21615144610404968,1.47697913646698,-0.21817651391029358,-1.693130612373352,0.0020250598900020123
530.0,-1.7993327379226685,-0.2651435434818268,1.534189224243164,-0.2663264870643616,-1.7993327379226685,0.0011829361319541931
535.0,-1.9106143712997437,-0.31215256452560425,1.5984617471694946,-0.3123299181461334,-1.9106143712997437,0.0001773475669324398
540.0,-2.025991439819336,-0.356732040643692,1.6692594289779663,-0.35574856400489807,-2.025991439819336,-0.0009834615048021078
545.0,-2.144458532333374,-0.3984580338001251,1.7460004091262817,-0.3961678743362427,-2.144458532333374,-0.002290175063535571
550.0,-2.264927387237549,-0.43692806363105774,1.827999234199524,-0.43319690227508545,-2.264927387237549,-0.003731165546923876
555.0,-2.3863232135772705,-0.47176626324653625,1.9145569801330566,-0.46647194027900696,-2.3863232135772705,-0.00529433274641633
560.0,-2.5075454711914062,-0.5026300549507141,2.004915475845337,-0.49566397070884705,-2.5075454711914062,-0.006966105196624994
565.0,-2.6274759769439697,-0.5292137265205383,2.098262310028076,-0.5204821825027466,-2.6274759769439697,-0.008731523528695107
570.0,-2.74501895904541,-0.5512398481369019,2.1937789916992188,-0.540664553642273,-2.74501895904541,-0.010575320571660995
575.0,-2.859079360961914,-0.5684818029403687,2.290597677230835,-0.5560010075569153,-2.859079360961914,-0.012480811215937138
580.0,-2.9685912132263184,-0.5807514786720276,2.3878397941589355,-0.5663206577301025,-2.9685912132263184,-0.014430837705731392
585.0,-3.0725245475769043,-0.5879003405570984,2.4846243858337402,-0.5714924335479736,-3.0725245475769043,-0.01640792191028595
590.0,-3.1698904037475586,-0.5898364782333374,2.5800538063049316,-0.5714426636695862,-3.1698904037475586,-0.01839384064078331
595.0,-3.2597546577453613,-0.5865058302879333,2.6732490062713623,-0.5661353468894958,-3.2597546577453613,-0.0203704833984375
600.0,-3.341248035430908,-0.5779063701629639,2.7633414268493652,-0.5555867552757263,-3.341248035430908,-0.022319618612527847
605.0,-3.4135730266571045,-0.5640913248062134,2.8494815826416016,-0.5398682951927185,-3.4135730266571045,-0.024223007261753082
610.0,-3.476004123687744,-0.5451452136039734,2.930858850479126,-0.5190821886062622,-3.476004123687744,-0.026063019409775734
615.0,-3.5279150009155273,-0.52121901512146,3.0066962242126465,-0.49339672923088074,-3.5279150009155273,-0.027822256088256836
620.0,-3.568767547607422,-0.49250373244285583,3.076263666152954,-0.4630196988582611,-3.568767547607422,-0.029484033584594727
625.0,-3.5981101989746094,-0.4592263698577881,3.1388838291168213,-0.4281938672065735,-3.5981101989746094,-0.03103250078856945
630.0,-3.6156187057495117,-0.4216744005680084,3.193944215774536,-0.3892216682434082,-3.6156187057495117,-0.03245275840163231
635.0,-3.6210525035858154,-0.3801623284816742,3.2408900260925293,-0.3464314341545105,-3.6210525035858154,-0.03373091295361519
640.0,-3.614288330078125,-0.3350469768047333,3.2792413234710693,-0.30019262433052063,-3.614288330078125,-0.03485435992479324
645.0,-3.5953304767608643,-0.2867288291454315,3.3086016178131104,-0.25091689825057983,-3.5953304767608643,-0.03581192344427109
650.0,-3.564256429672241,-0.23562228679656982,3.328634262084961,-0.19902868568897247,-3.564256429672241,-0.03659359738230705
655.0,-3.5212960243225098,-0.18218764662742615,3.339108467102051,-0.14499637484550476,-3.5212960243225098,-0.03719126805663109
660.0,-3.466775894165039,-0.12690366804599762,3.339872360229492,-0.08930531144142151,-3.466775894165039,-0.03759835287928581
665.0,-3.4011106491088867,-0.07026118785142899,3.3308494091033936,-0.03245142847299576,-3.4011106491088867,-0.03780975937843323
670.0,-3.3248565196990967,-0.012779667973518372,3.312077045440674,0.025042910128831863,-3.3248565196990967,-0.037822578102350235
675.0,-3.2386412620544434,0.045019954442977905,3.283661127090454,0.08265530318021774,-3.2386412620544434,-0.037635352462530136
680.0,-3.1431949138641357,0.10260876268148422,3.2458035945892334,0.13985732197761536,-3.1431949138641357,-0.037248555570840836
685.0,-3.039358615875244,0.15945136547088623,3.198809862136841,0.19611616432666779,-3.039358615875244,-0.036664802581071854
690.0,-2.928010940551758,0.21502511203289032,3.143036127090454,0.25091296434402466,-2.928010940551758,-0.03588785603642464
695.0,-2.8101494312286377,0.2688080668449402,3.0789575576782227,0.3037320375442505,-2.8101494312286377,-0.034923989325761795
700.0,-2.6868228912353516,0.32029393315315247,3.0071167945861816,0.35407495498657227,-2.6868228912353516,-0.03378100320696831
705.0,-2.5591161251068115,0.3689965605735779,2.928112506866455,0.4014645516872406,-2.5591161251068115,-0.03246800974011421
710.0,-2.428194522857666,0.41445034742355347,2.8426449298858643,0.44544675946235657,-2.428194522857666,-0.030996399000287056
715.0,-2.2952370643615723,0.4562167525291443,2.7514538764953613,0.48559534549713135,-2.2952370643615723,-0.029378589242696762
720.0,-2.161451578140259,0.4938892126083374,2.6553409099578857,0.5215177536010742,-2.161451578140259,-0.027628513053059578
725.0,-2.028075695037842,0.5270982980728149,2.555173873901367,0.5528600811958313,-2.028075695037842,-0.025761770084500313
730.0,-1.8963254690170288,0.5555069446563721,2.4518322944641113,0.5793013572692871,-1.8963254690170288,-0.023794421926140785
735.0,-1.767431616783142,0.578827977180481,2.346259593963623,0.6005722284317017,-1.767431616783142,-0.021744228899478912
740.0,-1.64259934425354,0.5968170166015625,2.2394163608551025,0.6164466142654419,-1.64259934425354,-0.019629616290330887
745.0,-1.5229966640472412,0.6092708706855774,2.132267475128174,0.6267402768135071,-1.5229966640472412,-0.017469393089413643
750.0,-1.4097594022750854,0.6160475611686707,2.0258069038391113,0.6313309669494629,-1.4097594022750854,-0.015283404849469662
755.0,-1.3039687871932983,0.6170467734336853,1.9210155010223389,0.6301382780075073,-1.3039687871932983,-0.013091523200273514
760.0,-1.206642746925354,0.6122228503227234,1.8188656568527222,0.6231366395950317,-1.206642746925354,-0.010913826525211334
765.0,-1.1187257766723633,0.6015924215316772,1.7203181982040405,0.6103630065917969,-1.1187257766723633,-0.008770599029958248
770.0,-1.0410914421081543,0.5852064490318298,1.6262978315353394,0.5918880701065063,-1.0410914421081543,-0.006681600119918585
772.9825439453125,-1.0,0.5727405548095703,1.5727405548095703,0.5782099962234497,-1.0,-0.0054694488644599915
775.0,-0.9735923409461975,0.5631961822509766,1.5367885828018188,0.5678627490997314,-0.9735923409461975,-0.004666547756642103
780.0,-0.9089253544807434,0.5358869433403015,1.444812297821045,0.5386319160461426,-0.9089253544807434,-0.002744978526607156
785.0,-0.8465365767478943,0.5037444233894348,1.350281000137329,0.5046775937080383,-0.8465365767478943,-0.0009331416804343462
790.0,-0.7879593968391418,0.4672633409500122,1.2552226781845093,0.46650925278663635,-0.7879593968391418,0.000754073029384017
795.0,-0.7348255515098572,0.4269663989543915,1.1617919206619263,0.4246639311313629,-0.7348255515098572,0.002302456647157669
800.0,-0.688766598701477,0.3833652138710022,1.0721317529678345,0.3796653747558594,-0.688766598701477,0.003699859604239464
805.0,-0.651408314704895,0.3369482457637787,0.9883565306663513,0.33201199769973755,-0.651408314704895,0.004936233162879944
810.0,-0.6244028210639954,0.2881799638271332,0.9125827550888062,0.2821768820285797,-0.6244028210639954,0.0060030617751181126
815.0,-0.6094304919242859,0.23749606311321259,0.8469265699386597,0.23060256242752075,-0.6094304919242859,0.006893501151353121
820.0,-0.6082025766372681,0.18529683351516724,0.7934994101524353,0.17769433557987213,-0.6082025766372681,0.007602493744343519
825.0,-0.6225149035453796,0.13193942606449127,0.7544543147087097,0.12381349503993988,-0.6225149035453796,0.00812593474984169
830.0,-0.6542232632637024,0.07774033397436142,0.7319636344909668,0.06927922368049622,-0.6542232632637024,0.00846110936254263
835.0,-0.7053139805793762,0.022952906787395477,0.7282668948173523,0.014346815645694733,-0.7053139805793762,0.008606093004345894
840.0,-0.7778747081756592,-0.03221789002418518,0.7456567883491516,-0.04077787697315216,-0.7778747081756592,0.00855998881161213
845.0,-0.874171257019043,-0.08763764798641205,0.7865335941314697,-0.09595999866724014,-0.874171257019043,0.00832234788686037
850.0,-0.9966874122619629,-0.14324162900447845,0.8534457683563232,-0.15113461017608643,-0.9966874122619629,0.0078929727897048
850.1210327148438,-1.0,-0.14458982646465302,0.8554101586341858,-0.15247002243995667,-1.0,0.007880204357206821
855.0,-1.1361415386199951,-0.19889868795871735,0.9372429251670837,-0.20617125928401947,-1.1361415386199951,0.0072725811041891575
860.0,-1.2801944017410278,-0.2541036009788513,1.0260907411575317,-0.2605658173561096,-1.2801944017410278,0.006462212651968002
865.0,-1.4283111095428467,-0.3082793653011322,1.120031714439392,-0.313744455575943,-1.4283111095428467,0.005465087480843067
870.0,-1.5798544883728027,-0.36086153984069824,1.2189929485321045,-0.36514779925346375,-1.5798544883728027,0.004286267329007387
875.0,-1.734045147895813,-0.41125360131263733,1.3227914571762085,-0.4141864776611328,-1.734045147895813,0.002932861680164933
880.0,-1.8900068998336792,-0.4588959217071533,1.4311109781265259,-0.4603099524974823,-1.8900068998336792,0.0014140179846435785
885.0,-2.0467841625213623,-0.5032674670219421,1.543516755104065,-0.503008246421814,-2.0467841625213623,-0.0002592201344668865
890.0,-2.2033634185791016,-0.543883204460144,1.6594802141189575,-0.5418089628219604,-2.2033634185791016,-0.0020742060150951147
895.0,-2.3586840629577637,-0.5802984237670898,1.7783857583999634,-0.576281726360321,-2.3586840629577637,-0.0040166936814785
900.0,-2.511646032333374,-0.6121056079864502,1.8995405435562134,-0.6060345768928528,-2.511646032333374,-0.006071068812161684
905.0,-2.6611087322235107,-0.6389479041099548,2.022160768508911,-0.6307278275489807,-2.6611087322235107,-0.008220094256103039
910.0,-2.805936098098755,-0.660511314868927,2.1454248428344727,-0.6500656604766846,-2.805936098098755,-0.010445645079016685
915.0,-2.945002317428589,-0.6765318512916565,2.268470287322998,-0.6638031601905823,-2.945002317428589,-0.01272866316139698
920.0,-3.0772101879119873,-0.6868018507957458,2.3904082775115967,-0.671752393245697,-3.0772101879119873,-0.015049467794597149
925.0,-3.2014713287353516,-0.6911629438400269,2.5103085041046143,-0.6737754940986633,-3.2014713287353516,-0.01738746464252472
930.0,-3.316784381866455,-0.6895202398300171,2.6272642612457275,-0.6697980165481567,-3.316784381866455,-0.019722266122698784
935.0,-3.422159194946289,-0.6818289160728455,2.740330219268799,-0.6597962975502014,-3.422159194946289,-0.022032635286450386
940.0,-3.5167179107666016,-0.6681075096130371,2.8486104011535645,-0.6438094973564148,-3.5167179107666016,-0.02429802529513836
945.0,-3.599625825881958,-0.6484284996986389,2.951197385787964,-0.6219309568405151,-3.599625825881958,-0.026497526094317436
950.0,-3.670166015625,-0.6229234933853149,3.0472424030303955,-0.5943123698234558,-3.670166015625,-0.02861112728714943
955.0,-3.727693557739258,-0.591779351234436,3.1359143257141113,-0.5611603856086731,-3.727693557739258,-0.03061898797750473
960.0,-3.771688938140869,-0.5552380681037903,3.2164509296417236,-0.5227356553077698,-3.771688938140869,-0.03250241279602051
965.0,-3.8017358779907227,-0.5135930180549622,3.2881429195404053,-0.4793494939804077,-3.8017358779907227,-0.03424355760216713
970.0,-3.8175461292266846,-0.467189222574234,3.3503568172454834,-0.4313633143901825,-3.8175461292266846,-0.03582589700818062
975.0,-3.818944215774536,-0.4164157509803772,3.4025285243988037,-0.3791816234588623,-3.818944215774536,-0.03723413869738579
980.0,-3.8058905601501465,-0.3617076277732849,3.444182872772217,-0.3232530355453491,-3.8058905601501465,-0.03845459967851639
985.0,-3.7784602642059326,-0.303536981344223,3.4749231338500977,-0.26406192779541016,-3.7784602642059326,-0.03947506472468376
990.0,-3.7368621826171875,-0.24241311848163605,3.4944491386413574,-0.20212799310684204,-3.7368621826171875,-0.040285129100084305
995.0,-3.681427478790283,-0.1788749396800995,3.5025525093078613,-0.1379987597465515,-3.681427478790283,-0.040876176208257675
1000.0,-3.612614154815674,-0.11348831653594971,3.4991257190704346,-0.07224676758050919,-3.612614154815674,-0.04124155640602112
1005.0,-3.531003713607788,-0.04683978855609894,3.484163999557495,-0.0054631307721138,-3.531003713607788,-0.04137665405869484
1010.0,-3.437293767929077,0.020468685775995255,3.4577624797821045,0.06174760311841965,-3.437293767929077,-0.041278913617134094
1015.0,-3.3322999477386475,0.08782431483268738,3.4201242923736572,0.12877227365970612,-3.3322999477386475,-0.04094795882701874
1020.0,-3.216937303543091,0.15461082756519318,3.3715481758117676,0.19499628245830536,-3.216937303543091,-0.04038545489311218
1025.0,-3.092226982116699,0.2202121764421463,3.312439203262329,0.2598074972629547,-3.092226982116699,-0.03959532082080841
1030.0,-2.959273338317871,0.28402000665664673,3.243293285369873,0.3226034641265869,-2.959273338317871,-0.038583457469940186
1035.0,-2.8192663192749023,0.3454380929470062,3.1647043228149414,0.3827960193157196,-2.8192663192749023,-0.03735793009400368
1040.0,-2.6734626293182373,0.4038885831832886,3.0773513317108154,0.43981730937957764,-2.6734626293182373,-0.03592873364686966
1045.0,-2.523181200027466,0.45881709456443787,2.9819982051849365,0.49312493205070496,-2.523181200027466,-0.03430784493684769
1050.0,-2.3697874546051025,0.509698212146759,2.879485845565796,0.5422073006629944,-2.3697874546051025,-0.032509054988622665
1055.0,-2.2146832942962646,0.5560401082038879,2.770723342895508,0.5865879654884338,-2.2146832942962646,-0.0305478535592556
1060.0,-2.0592947006225586,0.5973902344703674,2.6566848754882812,0.6258316040039062,-2.0592947006225586,-0.028441371396183968
1065.0,-1.9050559997558594,0.6333380341529846,2.538393974304199,0.6595461368560791,-1.9050559997558594,-0.026208098977804184
1070.0,-1.7534013986587524,0.6635215878486633,2.4169230461120605,0.6873894333839417,-1.7534013986587524,-0.023867890238761902
1075.0,-1.605747103691101,0.6876279711723328,2.293375015258789,0.7090696096420288,-1.605747103691101,-0.021441614255309105
1080.0,-1.4634816646575928,0.7053999900817871,2.16888165473938,0.7243511080741882,-1.4634816646575928,-0.01895112544298172
1085.0,-1.3279515504837036,0.716635525226593,2.0445871353149414,0.7330544590950012,-1.3279515504837036,-0.016418948769569397
1090.0,-1.2004488706588745,0.7211923599243164,1.921641230583191,0.7350605726242065,-1.2004488706588745,-0.013868160545825958
1095.0,-1.082199215888977,0.7189885973930359,1.8011877536773682,0.7303106784820557,-1.082199215888977,-0.011322134174406528
1098.76318359375,-1.0,0.7128556966781616,1.7128556966781616,0.7222789525985718,-1.0,-0.009423215873539448
1100.0,-0.9737913608551025,0.7100051641464233,1.6837965250015259,0.7188094854354858,-0.9737913608551025,-0.008804350160062313
1105.0,-0.8638485670089722,0.6944813132286072,1.5583299398422241,0.7008205056190491,-0.8638485670089722,-0.006339164916425943
1110.0,-0.7483128309249878,0.6729657053947449,1.421278476715088,0.6769129633903503,-0.7483128309249878,-0.003947297111153603
1115.0,-0.6282429695129395,0.6460624933242798,1.2743054628372192,0.6477095484733582,-0.6282429695129395,-0.0016470816917717457
1120.0,-0.5046584606170654,0.6144149303436279,1.1190733909606934,0.6138702630996704,-0.5046584606170654,0.0005446585128083825
